Timestamp,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh)
55:35.6,Winter,-3.37,74.69,18.08,791.5,14,0.18,10.15
55:35.6,Winter,-1.6,67,0.48,206.32,36,0.29,19.9
55:35.6,Winter,-0.79,42.82,4.76,6.02,45,0.13,15.2
55:35.6,Winter,4.78,51.28,1.76,32.51,37,0.12,11.63
55:35.6,Winter,-2.23,72.92,15.66,944.55,10,0.3,16.5
55:35.6,Winter,8.75,38.03,10.13,222.55,13,0.25,9.84
55:35.6,Winter,2.5,59.02,1.24,372.46,20,0.17,15.46
55:35.6,Winter,-2.33,75.39,12.31,651.26,34,0.25,15.37
55:35.6,Winter,-0.3,66.71,4.68,516.37,9,0.27,18.47
55:35.6,Winter,3.27,72.34,0.72,81.42,20,0.2,17.97
55:35.6,Winter,-3.24,34.37,5.46,168.32,32,0.18,13.82
55:35.6,Winter,1.02,67.92,12.97,22.96,39,0.21,16.73
55:35.6,Winter,0.45,57.75,8.76,112.9,6,0.12,20.74
55:35.6,Winter,6.2,45.89,13.78,867.94,48,0.06,18.9
55:35.6,Winter,-4.46,41.46,7.31,624.22,26,0.13,21.94
55:35.6,Winter,9.75,76.47,2.29,607.05,18,0.12,11.03
55:35.6,Winter,-1.79,41.08,14.71,709.93,35,0.1,15.86
55:35.6,Winter,-3.75,37.04,5.02,592.23,14,0.06,13.21
55:35.6,Winter,-3.25,47.07,0.37,221.4,13,0.06,18.87
55:35.6,Winter,-4.75,72.75,14.09,345.95,15,0.1,15.85
55:35.6,Winter,-0.68,30.13,1.91,55,46,0.08,14.27
55:35.6,Winter,4.56,52.71,0.93,221.7,50,0.08,14.88
55:35.6,Winter,1.6,62.11,2.54,1.41,23,0.05,11.73
55:35.6,Winter,-1.36,50.65,4.87,265.56,24,0.1,11.39
55:35.6,Winter,2.3,38.78,9.39,552.44,37,0.17,10.56
55:35.6,Winter,1.81,30.87,10.25,609.91,37,0.17,17.92
55:35.6,Winter,-3.28,72.36,5.32,46.96,27,0.19,13.51
55:35.6,Winter,-2.56,59.32,14.41,576.86,43,0.16,22.07
55:35.6,Winter,9.82,64.04,3.85,334.91,22,0.16,8.78
55:35.6,Winter,5.37,65.67,4.02,157.15,29,0.17,17.99
55:35.6,Winter,7.08,42.49,0.32,24.9,28,0.14,21.18
55:35.6,Winter,3.59,51.1,3.71,655.01,31,0.17,12.19
55:35.6,Winter,9.38,73.1,10.55,410.75,45,0.18,10.38
55:35.6,Winter,1.35,71.81,17.36,440.27,24,0.21,12.62
55:35.6,Winter,9.44,57.59,7.96,850.92,16,0.25,13.22
55:35.6,Winter,2.97,78.43,19.12,658.8,23,0.29,11.66
55:35.6,Winter,2.76,78.23,14.48,359.33,12,0.08,15.57
55:35.6,Winter,-3.4,31.06,0.35,915.26,24,0.15,10.41
55:35.6,Winter,9.72,46.48,15.81,9.5,28,0.05,14.32
55:35.6,Winter,2.62,38.83,9.52,764.71,14,0.13,17.27
55:35.6,Winter,1.29,64.56,12.74,691.27,15,0.07,14.27
55:35.6,Winter,9.64,54.56,4.86,933.32,16,0.08,12.1
55:35.6,Winter,3.97,60.64,5.4,261.21,23,0.1,11.8
55:35.6,Winter,1.14,69.27,16.15,341.66,6,0.14,19.33
55:35.6,Winter,5.51,71.11,8.91,868.88,27,0.1,18.03
55:35.6,Winter,-2.73,45.21,2.86,437.56,25,0.06,14.73
55:35.6,Winter,-2.12,75.59,4.97,807.84,27,0.06,16.6
55:35.6,Winter,-4.71,59.67,2.33,556.64,80,0.28,20.69
55:35.6,Winter,-2.95,34.6,16.1,999.88,159,0.24,17.21
55:35.6,Winter,2.06,69.5,15.11,577.3,126,0.25,22.4
55:35.6,Winter,-4.28,43.79,19.54,634.76,72,0.29,17.87
55:35.6,Winter,7.09,35.72,10.81,859.29,103,0.2,12.17
55:35.6,Winter,5.57,34.55,12.99,848.72,89,0.18,13.53
55:35.6,Winter,-1.24,74.84,18.08,344.43,60,0.15,14
55:35.6,Winter,2.22,51.14,7.93,431.7,176,0.28,15.58
55:35.6,Winter,3.72,40.51,15.62,152.69,174,0.14,15.67
55:35.6,Winter,8.58,34.63,16.63,275.22,145,0.25,16.05
55:35.6,Winter,0.63,76.28,15.33,991.38,170,0.23,17.01
55:35.6,Winter,-1.26,52.81,11.35,416.22,19,0.25,20.96
55:35.6,Winter,5.51,60.17,11.23,344.27,30,0.14,11.46
55:35.6,Winter,-4.1,73.17,7.58,252.19,8,0.12,18.04
55:35.6,Winter,9.24,68.43,6.33,597.71,21,0.14,9.69
55:35.6,Winter,-0.65,78.92,8.2,326.37,10,0.09,17.33
55:35.6,Winter,-1.11,32.98,5.4,225.25,13,0.14,11.07
55:35.6,Winter,3.61,40.62,15.74,191.82,7,0.12,10.83
55:35.6,Winter,-0.03,61.94,6.73,905.16,16,0.05,11.11
55:35.6,Winter,9.28,54.45,19.87,146.75,18,0.07,12.7
55:35.6,Winter,8.88,46.87,11.63,765.98,30,0.06,17.75
55:35.6,Winter,7.71,39.97,4.26,949.51,21,0.12,15.02
55:35.6,Winter,-2.04,39.97,18.12,383.47,17,0.08,17.33
55:35.6,Winter,5.9,33.95,11.9,374.63,22,0.08,20.25
55:35.6,Winter,3.48,60.95,2.54,635.53,165,0.13,21.08
55:35.6,Winter,6.28,49.1,18.81,419.18,145,0.1,16.78
55:35.6,Winter,5.36,60,18.24,42.46,153,0.12,21.03
55:35.6,Winter,8.43,41.68,4.66,36.6,68,0.25,21.39
55:35.6,Winter,-3.47,79.37,2.3,26.09,124,0.24,16.79
55:35.6,Winter,-2.58,45.16,18.47,587.95,114,0.1,21.69
55:35.6,Winter,0.89,44.28,5.18,940.6,53,0.27,12.68
55:35.6,Winter,5.54,52.36,4.63,933.93,105,0.16,15.09
55:35.6,Winter,6.36,40.09,4.08,181.02,139,0.27,22.55
55:35.6,Winter,0.03,70.27,2.28,169.67,174,0.3,26.14
55:35.6,Winter,-0.5,41.71,17.68,533.88,89,0.26,13.65
55:35.6,Winter,0.16,58.72,1.25,508.92,27,0.18,18.69
55:35.6,Winter,-4.44,35.7,3.49,512.09,15,0.29,12.43
55:35.6,Winter,-3.1,74.05,8.52,199.48,20,0.07,11.93
55:35.6,Winter,2.89,40.12,2.92,157.81,18,0.06,20.27
55:35.6,Winter,3.85,62.91,7.51,263.15,20,0.13,19.33
55:35.6,Winter,3.13,45.33,2.97,760.01,19,0.08,14.96
55:35.6,Winter,0.14,46.71,8.34,426.12,23,0.06,15.44
55:35.6,Winter,4.59,58.02,2.59,483.47,13,0.12,13.2
55:35.6,Winter,-0.3,57.69,7.02,858.18,10,0.14,12.53
55:35.6,Winter,-1.41,47.2,11.01,170.83,24,0.06,15.56
55:35.6,Winter,6.25,67.91,0.17,127,11,0.06,13.89
55:35.6,Winter,-1.58,30.78,15.66,927.84,5,0.08,19.88
55:35.6,Winter,6.61,44.69,13.57,369.06,6,0.07,10.4
55:35.6,Winter,0.24,71,19.38,585.76,119,0.21,16.28
55:35.6,Winter,-1.23,67.34,19.82,531.85,167,0.28,16.08
55:35.6,Winter,-0.06,68.32,18.19,721.7,158,0.15,21.71
55:35.6,Winter,3.72,78.81,15.21,814.02,77,0.24,16.02
55:35.6,Winter,-3.14,31.04,8.55,992.43,137,0.22,13.25
55:35.6,Winter,3.6,44.16,17.17,654.52,130,0.1,20.71
55:35.6,Winter,-3.1,60.36,13.17,658.28,185,0.23,21.19
55:35.6,Winter,3.26,30.76,19,374.93,67,0.21,13.5
55:35.6,Winter,-2.69,52.39,18.38,633.62,172,0.23,24.37
55:35.6,Winter,3.78,46.43,11.76,580,152,0.14,22.99
55:35.6,Winter,-1.56,53.15,3.99,236.83,142,0.14,20.84
55:35.6,Winter,-3.35,41.13,9.43,801.38,14,0.16,20.7
55:35.6,Winter,1.51,65.25,17.6,754.92,30,0.29,18.25
55:35.6,Winter,5.17,72.98,8.62,96.44,7,0.06,21.07
55:35.6,Winter,4.14,48.55,4.76,528.89,30,0.1,15.04
55:35.6,Winter,9.06,31.67,7.72,526.09,22,0.06,13
55:35.6,Spring,13.92,32.45,15.14,171.53,5,0.13,12.85
55:35.6,Spring,13.99,79.97,6.32,780.67,30,0.11,7.9
55:35.6,Spring,13.52,30.67,12.02,410.2,21,0.1,8.8
55:35.6,Spring,11.51,71.31,17.34,613.25,5,0.11,6.24
55:35.6,Spring,12.64,55.9,8.43,932.43,12,0.07,4.96
55:35.6,Spring,12.24,60.29,11.83,947.51,5,0.08,6.52
55:35.6,Spring,10.9,70.38,0.97,35.66,27,0.09,7.94
55:35.6,Spring,13.11,50.03,13.59,868.18,30,0.11,4.35
55:35.6,Spring,15.92,70.15,2.49,315.91,165,0.3,12.44
55:35.6,Spring,15.29,77.84,11.54,90.57,107,0.15,11.15
55:35.6,Spring,13.95,35.77,5.61,868.38,121,0.2,7.6
55:35.6,Spring,17.48,70.1,0.7,200.12,102,0.16,11.1
55:35.6,Spring,19.55,53,1.96,28.5,152,0.28,16.26
55:35.6,Spring,14.08,75.01,7.62,204.33,199,0.15,17.07
55:35.6,Spring,19.92,39.4,18.03,568.92,125,0.25,9.13
55:35.6,Spring,15.28,57.1,10.42,964.05,127,0.28,14.61
55:35.6,Spring,13.93,44.36,1.72,778.49,108,0.12,6.18
55:35.6,Spring,15.44,58.87,8.85,771.42,172,0.13,16.49
55:35.6,Spring,13.6,60.63,10.78,625.89,128,0.16,15.74
55:35.6,Spring,11.87,32.73,8.95,1.41,16,0.19,12.52
55:35.6,Spring,19.71,66.42,4.92,723.58,7,0.27,8.7
55:35.6,Spring,16.7,52.52,0.18,365.61,27,0.11,13.55
55:35.6,Spring,17.43,67.43,17.84,37.87,22,0.13,13.18
55:35.6,Spring,19.78,33.31,19.39,149.96,24,0.06,15.02
55:35.6,Spring,17.11,78.56,11.51,787.46,20,0.1,6.11
55:35.6,Spring,16.83,73.15,16.33,901.2,30,0.11,12.4
55:35.6,Spring,16.76,59.89,8.36,645.92,8,0.09,10.67
55:35.6,Spring,16.36,57.67,0.12,97.8,17,0.06,11.19
55:35.6,Spring,11.76,72.58,16.12,125.2,7,0.05,13.48
55:35.6,Spring,15.52,48.65,4.11,682.53,23,0.1,6.51
55:35.6,Spring,10.36,46.37,16.86,927.56,12,0.12,10.19
55:35.6,Spring,14.88,44.94,9.36,912.67,11,0.06,4.24
55:35.6,Spring,19.19,46.08,13.2,145.61,145,0.28,9.12
55:35.6,Spring,18.55,46.08,5.62,623.83,193,0.29,8.84
55:35.6,Spring,11.05,35.2,3.97,435.62,53,0.16,9.81
55:35.6,Spring,17.26,56.51,11.82,582.92,191,0.19,10.32
55:35.6,Spring,11.41,53.87,18.91,216.33,55,0.12,15.68
55:35.6,Spring,11.97,39.69,4.55,404.41,117,0.23,15.87
55:35.6,Spring,11.76,66.56,18.17,539.51,177,0.28,16.36
55:35.6,Spring,13.32,32.89,1.37,73.06,162,0.17,17.7
55:35.6,Spring,19.76,31.67,18.6,287.14,90,0.28,15.88
55:35.6,Spring,17.41,63.07,3.51,333.31,54,0.2,14.97
55:35.6,Spring,13.8,38.83,4.04,644.77,130,0.22,8.45
55:35.6,Spring,10.12,51.7,1.56,620.73,30,0.22,6.98
55:35.6,Spring,11.63,48.21,20,523.98,21,0.13,13.37
55:35.6,Spring,13.5,44.56,2.76,832.32,9,0.12,5.74
55:35.6,Spring,18.08,31.37,4.28,601.65,25,0.09,6.03
55:35.6,Spring,11.45,75.69,19.31,154.13,21,0.13,7.28
55:35.6,Spring,12.53,30.33,2.16,944.78,5,0.14,11.16
55:35.6,Spring,12.47,48.36,5.82,220.45,30,0.08,9.16
55:35.6,Spring,12.18,37.99,16.99,267.5,8,0.13,9.6
55:35.6,Spring,17.53,54.69,1.45,540.96,39,0.11,12.12
55:35.6,Spring,13.37,38.05,14.38,958.94,32,0.1,4.77
55:35.6,Spring,12.16,35.21,1.02,762.41,12,0.08,5.81
55:35.6,Spring,18.75,68.55,17.41,291.66,29,0.05,10.71
55:35.6,Spring,16.53,31.07,4.28,126.17,8,0.11,12.43
55:35.6,Spring,12.08,39.95,13.98,860.07,32,0.12,6.18
55:35.6,Spring,14.4,51.09,4.83,848.65,50,0.13,8.35
55:35.6,Spring,16.27,40.89,6.54,746.71,50,0.25,9.65
55:35.6,Spring,17.84,74.88,14.5,741.03,13,0.24,12.42
55:35.6,Spring,12.31,51.14,18.09,238.44,28,0.22,8.57
55:35.6,Spring,12.61,56.48,0.75,985.44,42,0.19,13.89
55:35.6,Spring,13.47,30.99,17.46,83.6,18,0.11,11.65
55:35.6,Spring,17.27,74.41,6.7,213.66,41,0.17,10.36
55:35.6,Spring,12.71,72.05,19.98,593.1,39,0.29,8.3
55:35.6,Spring,11.46,68.78,10.51,244.53,37,0.26,11.86
55:35.6,Spring,12.48,39.99,16.28,568.69,23,0.16,9.97
55:35.6,Spring,12.26,75.23,16.45,798.97,14,0.11,12.39
55:35.6,Spring,10.54,71.16,14.44,592.49,24,0.28,13.43
55:35.6,Spring,13.21,31.77,0.27,869.44,47,0.11,12.86
55:35.6,Spring,18.3,43.89,0.85,644.61,10,0.06,13.49
55:35.6,Spring,11.45,36.66,4.7,996.09,26,0.11,3.87
55:35.6,Spring,17.1,32.08,14.38,477.87,41,0.11,11.32
55:35.6,Spring,19.34,30.02,10.11,578.03,27,0.1,11.81
55:35.6,Spring,12.61,68.5,17.62,281.57,11,0.08,6.87
55:35.6,Spring,18.17,37.44,10.52,758.98,50,0.11,8.79
55:35.6,Spring,13.19,47.8,17.8,532.16,8,0.11,6.18
55:35.6,Spring,13.45,53.37,8.43,764.95,35,0.08,9.39
55:35.6,Spring,10.62,53.92,13.1,142.86,48,0.05,6.23
55:35.6,Spring,19.75,43.4,18.94,179.57,26,0.14,12.35
55:35.6,Spring,14.07,41.86,14.55,317.88,28,0.19,7.34
55:35.6,Spring,10.19,44.75,14.75,273.14,28,0.22,8.76
55:35.6,Spring,18.4,39,12.12,264.06,6,0.18,12.15
55:35.6,Spring,12.24,72.77,5.61,612.7,43,0.21,10.23
55:35.6,Spring,14.4,30.19,9.68,823.02,31,0.29,11.1
55:35.6,Spring,19.03,79.54,16.74,500.13,49,0.22,10.17
55:35.6,Spring,13.87,73.96,12.12,986.9,23,0.28,3.59
55:35.6,Spring,11.22,66.94,13.7,757.97,5,0.27,6.63
55:35.6,Spring,15.73,63.3,17.14,418.43,39,0.1,10.46
55:35.6,Spring,11.71,76.94,9.02,593.56,48,0.24,7.19
55:35.6,Spring,15.38,67.43,15.38,886.96,11,0.25,3.79
55:35.6,Spring,17.59,56.28,18.77,226.46,32,0.27,8.49
55:35.6,Spring,19.08,52.77,16.49,594.06,45,0.21,10.82
55:35.6,Spring,16.3,62.58,7.96,400.78,20,0.08,12.14
55:35.6,Spring,19.22,59.38,0.54,780.12,11,0.09,4.64
55:35.6,Spring,15.11,40.59,19.48,199.39,18,0.07,9.13
55:35.6,Spring,17.74,60.44,12.39,821.68,22,0.07,13.86
55:35.6,Spring,16.1,79.31,1.47,122.87,6,0.08,5.35
55:35.6,Spring,14.83,53.88,2.89,721.28,15,0.14,4.57
55:35.6,Spring,10.64,40.83,3.89,272.07,21,0.07,14.08
55:35.6,Spring,14.22,43.29,16.16,655.38,28,0.11,7.14
55:35.6,Spring,12.68,43.68,1.65,86.24,22,0.13,15.17
55:35.6,Spring,19.32,41.86,0.74,197.94,27,0.09,14.74
55:35.6,Spring,11.7,71.54,10.03,175.15,23,0.1,5.83
55:35.6,Spring,13.13,52.43,15.3,113.38,71,0.26,14.89
55:35.6,Spring,15.6,62.97,9.92,349.95,65,0.11,10.27
55:35.6,Spring,11.17,50.77,0.97,76.68,116,0.15,16.07
55:35.6,Spring,11.77,46.38,13.14,907.34,56,0.29,7.8
55:35.6,Spring,15.81,50.3,13.32,978.17,95,0.26,11.53
55:35.6,Spring,14.74,73.05,4.78,229.55,114,0.23,16.9
55:35.6,Spring,18.56,47.71,2.46,849.21,102,0.18,11.76
55:35.6,Spring,13.26,75.87,11.38,415.03,97,0.2,7.63
55:35.6,Spring,19.14,64.27,5.71,862.71,129,0.14,9.81
55:35.6,Spring,19.23,33,1.82,52.65,122,0.23,9.11
55:35.6,Spring,15.24,49.97,5.65,408.55,134,0.1,10.96
55:35.6,Spring,15.77,59.67,16.33,772.17,8,0.23,7.35
55:35.6,Spring,15.46,48.34,8.97,304.99,7,0.1,12.27
55:35.6,Spring,12.45,46.16,13.83,496.1,12,0.06,7.05
55:35.6,Spring,16.47,64.79,19,768.65,21,0.11,5.12
55:35.6,Spring,16.94,75.27,8.86,543.33,21,0.06,12.62
55:35.6,Spring,18.61,72.84,16.73,474.21,12,0.11,7.02
55:35.6,Spring,13.93,57.85,7.67,627.74,17,0.11,13.57
55:35.6,Spring,14.33,63.69,4.73,314.69,13,0.15,7.8
55:35.6,Spring,18.28,49.08,4.45,153.24,11,0.1,10.95
55:35.6,Spring,17.75,65.11,2.49,615.95,22,0.07,13.38
55:35.6,Spring,15.22,76.1,12.45,963.63,29,0.1,6.11
55:35.6,Spring,10.08,39.36,14.55,964.84,27,0.13,9.73
55:35.6,Spring,12.4,68.33,11.31,606.28,9,0.09,13.72
55:35.6,Spring,11.65,68.57,5.88,501.32,83,0.22,14.24
55:35.6,Spring,18.59,77.44,11.15,210.63,184,0.28,13.21
55:35.6,Spring,19.2,63.61,17.5,816.79,128,0.19,6.85
55:35.6,Spring,16.7,52.83,11.88,938.8,144,0.28,10.02
55:35.6,Spring,13.66,73.86,4.04,37.06,125,0.22,15.63
55:35.6,Spring,17.58,48.94,16.77,54.67,97,0.14,12.15
55:35.6,Spring,17.56,72.85,10.07,271.34,148,0.28,17.2
55:35.6,Spring,18.64,57.68,10.19,411.53,51,0.19,11.98
55:35.6,Spring,11.83,36.02,19.79,698.51,186,0.27,12.01
55:35.6,Spring,16.58,49.06,11.07,638.68,137,0.15,14.15
55:35.6,Spring,14.4,47.78,6.88,165.43,140,0.28,10.72
55:35.6,Spring,13.86,45.51,19.84,925.36,27,0.14,11.09
55:35.6,Spring,17.68,73.53,8.35,597.87,21,0.18,10.64
55:35.6,Spring,17.26,72.25,6.57,907.16,25,0.1,12.6
55:35.6,Spring,17.77,62.64,19.71,100.02,23,0.09,12.42
55:35.6,Spring,14.12,55.8,0.22,226.39,19,0.14,7.43
55:35.6,Spring,14.09,46.39,2.71,93.53,28,0.09,11.69
55:35.6,Spring,18.27,32.95,0.8,4.61,7,0.06,8.12
55:35.6,Spring,12.5,32.81,3.39,465.54,21,0.15,10.93
55:35.6,Spring,19.61,57.84,11.09,390.6,7,0.11,12.72
55:35.6,Spring,10.46,62.43,2,112.01,14,0.15,13.42
55:35.6,Spring,19.32,78.18,13.31,767.58,14,0.1,7.68
55:35.6,Spring,17.13,37.31,2.32,933.75,21,0.05,4.97
55:35.6,Spring,10.92,53.81,9.77,512.33,13,0.09,8.87
55:35.6,Spring,14.68,46.67,16.76,749.03,92,0.12,10.67
55:35.6,Spring,17.78,58.93,18.41,654.91,196,0.29,8.44
55:35.6,Spring,19.64,67.04,13.64,656.72,120,0.15,12.29
55:35.6,Spring,19.93,66.57,8.06,570.89,158,0.19,10.65
55:35.6,Spring,16.15,30.86,2.09,276.27,114,0.23,11.5
55:35.6,Spring,15.78,77.92,5.97,765.14,178,0.16,14.83
55:35.6,Spring,12.55,66.53,14.96,91.05,79,0.27,11.37
55:35.6,Spring,14.89,75.21,9.74,289.59,53,0.11,11
55:35.6,Spring,14.48,36.94,0.92,889.35,67,0.25,11.39
55:35.6,Spring,15.89,38.61,18.43,42.45,121,0.29,9.9
55:35.6,Spring,11.41,51.29,19.92,348.89,125,0.12,7.24
55:35.6,Spring,12.19,67.29,19.77,182.3,6,0.27,5.22
55:35.6,Spring,14.57,67.18,16.71,846.71,8,0.18,12.38
55:35.6,Spring,14.39,63.35,10.26,817.58,25,0.12,8.81
55:35.6,Spring,16.69,78.14,10.34,15.1,7,0.07,12.81
55:35.6,Spring,11.22,47.2,1.63,848.51,19,0.06,13.46
55:35.6,Spring,15.89,34.13,2.51,45.87,5,0.09,15.1
55:35.6,Spring,18.58,33.47,19.05,230.95,16,0.07,7.07
55:35.6,Spring,12.7,71.61,19.44,360.62,12,0.05,6.79
55:35.6,Spring,18.86,47.76,8.13,39.2,18,0.11,8.51
55:35.6,Spring,15.99,45.66,5.94,141.94,21,0.05,13.76
55:35.6,Spring,10.74,67.38,5.8,907.46,6,0.06,11.79
55:35.6,Spring,17.17,47.01,4.6,11.56,27,0.1,12.37
55:35.6,Spring,11.44,69.52,11.62,984.12,18,0.14,4.95
55:35.6,Spring,16.17,66.82,9.85,697.98,191,0.2,14.07
55:35.6,Spring,19.76,65.05,2.9,687.58,197,0.27,7.83
55:35.6,Spring,17.79,74.01,12.76,12.92,62,0.24,8
55:35.6,Spring,13.01,31.35,11.73,450.94,56,0.22,5.5
55:35.6,Spring,12.26,69.59,7.63,206.54,91,0.17,14.3
55:35.6,Spring,14.05,37.65,9.4,9.06,107,0.25,11.19
55:35.6,Spring,17.53,36.15,14.72,646.39,124,0.19,9.79
55:35.6,Spring,13.04,73.21,12.24,222.72,162,0.12,14.69
55:35.6,Spring,17.52,48.24,14.65,10.27,188,0.12,11.15
55:35.6,Spring,16.82,52.2,7.15,691.76,109,0.17,12.23
55:35.6,Spring,15.87,39.73,12.76,867.55,158,0.25,6.87
55:35.6,Spring,18.63,69.49,3.36,131.88,11,0.29,9.46
55:35.6,Spring,18.28,70.95,8.86,550.3,6,0.24,11.11
55:35.6,Spring,10.51,50.27,4.65,832.38,19,0.06,8.13
55:35.6,Spring,19.31,48.69,7.97,578.12,7,0.12,13.83
55:35.6,Spring,13.25,50.19,7.12,578.89,18,0.13,10.97
55:35.6,Spring,16.4,70.96,17.03,630.66,29,0.12,12.72
55:35.6,Spring,12.48,42.55,9.16,122.64,24,0.07,12.78
55:35.6,Spring,11.96,73.57,17.35,358.66,23,0.14,6.02
55:35.6,Spring,10.39,61.93,7.72,217.37,29,0.12,11.61
55:35.6,Spring,17.82,77.42,11.04,293.48,6,0.15,5.91
55:35.6,Spring,11.77,41.07,9.02,522.64,8,0.14,6.09
55:35.6,Spring,11.25,67.41,11.96,54.3,11,0.13,11.38
55:35.6,Spring,19.02,60.25,12.96,991.05,10,0.14,5.7
55:35.6,Spring,11.27,37.4,13.56,321.11,111,0.16,9.41
55:35.6,Spring,16.9,72.64,18.55,222.41,76,0.24,7.51
55:35.6,Spring,10.17,53.15,0.7,850.94,156,0.17,10.65
55:35.6,Spring,12.41,63.33,15.09,32.54,74,0.29,12.55
55:35.6,Spring,12.54,66.56,3.14,905.19,73,0.24,11
55:35.6,Spring,11.86,43.1,7.6,730.75,175,0.29,16.13
55:35.6,Spring,15.42,71.18,2.01,341.16,145,0.11,16.52
55:35.6,Spring,15.04,76.29,17.88,239,61,0.29,7.63
55:35.6,Spring,15.61,74.5,1.85,151.29,170,0.2,9
55:35.6,Spring,11.5,50.54,0.26,244.35,132,0.28,13.21
55:35.6,Spring,10.67,58.14,8,380.11,150,0.14,11.69
55:35.6,Spring,19.52,40.39,19.13,672.49,23,0.19,12.56
55:35.6,Spring,17.93,55.29,10.16,818.48,14,0.12,12.57
55:35.6,Spring,15.53,55.6,17.39,215.81,20,0.14,9.15
55:35.6,Spring,11.49,42.05,12.91,401.04,7,0.13,10.35
55:35.6,Spring,18.96,56.3,16.27,806.22,11,0.13,12.7
55:35.6,Spring,18.01,63.33,6.41,485.3,47,0.06,10.56
55:35.6,Spring,15.97,64.84,5.7,861.88,39,0.12,10.41
55:35.6,Spring,16.93,77.9,13.87,715.54,9,0.13,10.17
55:35.6,Spring,15.64,38.83,10.93,221.07,20,0.08,13.96
55:35.6,Spring,19.65,53.8,9.66,636.24,14,0.14,10.45
55:35.6,Spring,10.38,69.78,8.26,567.75,37,0.08,4.75
55:35.6,Spring,11.06,78.74,11.05,999.92,40,0.05,8.22
55:35.6,Spring,17.85,75.16,3.16,595.78,27,0.09,12.27
55:35.6,Spring,18.45,33.87,2.62,320.31,40,0.21,7.45
55:35.6,Spring,15.07,41.6,2,430.54,29,0.18,5.81
55:35.6,Spring,15.4,68.62,14.42,780.59,46,0.3,11.65
55:35.6,Spring,17.02,60.55,3.52,438.45,9,0.12,6.73
55:35.6,Spring,18.61,54.91,19,125.34,28,0.29,9.68
55:35.6,Spring,18.12,43.53,9.95,305.12,13,0.15,13.44
55:35.6,Spring,17.61,55.99,16.79,698.46,19,0.19,9.4
55:35.6,Spring,10.46,76.48,10.96,240.14,32,0.15,13.88
55:35.6,Spring,10.64,79.44,4.77,714.5,11,0.1,13.18
55:35.6,Spring,14.68,71.07,16.31,338.86,44,0.29,7.43
55:35.6,Spring,18.95,42.15,18.83,138.68,45,0.19,6.62
55:35.6,Spring,13.85,36.32,5.82,826.58,45,0.15,11.16
55:35.6,Spring,13.83,77.59,15.64,47.23,20,0.23,12.68
55:35.6,Spring,11.96,36.58,12.78,493.24,22,0.12,6.98
55:35.6,Spring,13.92,66.1,11.32,621.89,16,0.07,8.75
55:35.6,Spring,15.75,50.47,9.8,610.36,7,0.14,5.13
55:35.6,Spring,17.17,76.34,16.1,522.36,42,0.14,6.45
55:35.6,Spring,16.49,53.53,19.25,333.61,33,0.14,11
55:35.6,Spring,13.43,47.48,7.74,2.42,15,0.07,10.08
55:35.6,Spring,11.75,50.43,12.07,345.35,30,0.15,11.79
55:35.6,Spring,10.99,31.33,1.57,976.04,12,0.1,6.15
55:35.6,Spring,11.78,67.78,12.21,975.76,7,0.09,5.19
55:35.6,Spring,10.3,62.82,13.49,576.4,25,0.06,14.31
55:35.6,Spring,15.37,76.5,5.5,362.06,43,0.08,9.24
55:35.6,Spring,11.64,33.84,8.89,806.35,17,0.2,10.2
55:35.6,Spring,18.31,79.28,12.34,561.17,28,0.14,7.26
55:35.6,Spring,11.64,67.29,9.12,763.35,26,0.13,4.21
55:35.6,Spring,12.09,43.03,14.05,464.24,5,0.26,6.77
55:35.6,Spring,14.06,57.55,17.16,995.51,12,0.29,5.83
55:35.6,Spring,19.49,35.15,12.13,770.03,8,0.17,10.76
55:35.6,Spring,10.51,67.06,7.73,510.32,47,0.17,14.13
55:35.6,Spring,10.31,36.37,8.72,751.56,10,0.22,5.07
55:35.6,Spring,17.05,62.08,14.86,32.66,40,0.23,10.9
55:35.6,Spring,17.05,33.34,16.8,244.65,26,0.3,10.13
55:35.6,Spring,18.78,67.37,6.32,670.15,48,0.26,8.31
55:35.6,Spring,18.31,45.44,7.44,859.01,26,0.29,11.99
55:35.6,Spring,19.4,41.88,11.58,813.7,29,0.23,11.56
55:35.6,Spring,11.51,67.75,11.13,504.71,19,0.13,7.01
55:35.6,Spring,11.01,72.35,6.74,124.26,25,0.08,6.86
55:35.6,Spring,11.08,33.87,6.12,114.35,17,0.06,11.55
55:35.6,Spring,13.39,68.33,10.22,806.56,28,0.07,10.44
55:35.6,Spring,17.42,43.8,16.63,462.8,29,0.11,10.03
55:35.6,Spring,16.37,67.34,2.06,715.73,24,0.13,10.55
55:35.6,Spring,16.97,61.15,9.14,281.51,18,0.06,8.2
55:35.6,Spring,16.41,37.7,5.73,546.3,9,0.1,10.16
55:35.6,Spring,11.14,31.95,18.19,318.81,12,0.12,5.84
55:35.6,Spring,10.76,34.21,11.3,807.65,26,0.09,8.77
55:35.6,Spring,17.68,73.69,14.75,238.76,29,0.05,13.64
55:35.6,Spring,18.43,78.73,12.66,301.66,160,0.17,16.06
55:35.6,Spring,17.93,51.97,19.79,460.85,122,0.17,12.92
55:35.6,Spring,19.36,74.46,3.75,970.23,95,0.23,9.43
